"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3130000","3130000-101-2016-00669","20160812","","01","영업/정상","01","영업","","","","","","164.00","121887","서울특별시 마포구 합정동 427-20번지 1층 ","서울특별시 마포구 월드컵로 39 (합정동, 1층)","04023","하동우렁추어탕","2019-07-31 10:15:38","U","2019-08-02 02:40:00.0","한식","192146.390016763    ","450061.418104522    ","한식","","","","","","","","","","","","","","N","164","","",""
"3130000","3130000-101-2016-00673","20160816","","01","영업/정상","01","영업","","","","","","47.00","121889","서울특별시 마포구 망원동 454-1 참존2차아파트 101동 102호","서울특별시 마포구 망원로 16, 101동 102호 (망원동, 참존2차아파트)","04006","해물장수","2021-04-13 16:42:00","U","2021-04-15 02:40:00.0","한식","190998.838891799    ","450403.766067404    ","한식","","","","","","","","","","","","","","N","47","","",""
"3130000","3130000-101-2016-00674","2016-08-16","","01","영업/정상","01","영업","","","","","","72.60","121-840","서울특별시 마포구 서교동 396-47 2층","서울특별시 마포구 독막로3길 28, 2층 (서교동)","04047","아초바","2023-03-22 09:30:07","U","2022-12-02 22:04:00.0","일식","192619.935047751","449688.805386346","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00677","20160816","","01","영업/정상","01","영업","","","","","","42.08","121825","서울특별시 마포구 망원동 435-23 休家 ","서울특별시 마포구 방울내로 73, 休家 1층 102호 (망원동)","03961","정성","2020-09-16 10:57:08","U","2020-09-18 02:40:00.0","외국음식전문점(인도,태국등)","191392.589299656    ","450908.809400507    ","외국음식전문점(인도,태국등)","","","","","","","","","","","","","","N","42.08","","",""
"3130000","3130000-101-2016-00678","20160817","","01","영업/정상","01","영업","","","","","","25.00","121827","서울특별시 마포구 망원동 424-18번지 1층일부 ","서울특별시 마포구 월드컵로25길 58 (망원동, 1층일부)","03964","레귤러서비스","2016-11-11 15:20:02","I","2018-08-31 23:59:59.0","기타","191481.633860861    ","450632.871097349    ","기타","","","","","","","","","","","","","","N","25","","",""
"3130000","3130000-101-2016-00680","20160818","","01","영업/정상","01","영업","","","","","","27.26","121819","서울특별시 마포구 동교동 203-18 지1층일부 ","서울특별시 마포구 월드컵북로4길 13 (동교동, 지1층일부)","03992","민트판다(MINT PANDA)","2021-09-07 17:47:14","U","2021-09-09 02:40:00.0","기타","192904.969027295    ","450539.800343929    ","기타","0","0","","","","0","0","0","0","0","","0","0","N","27.26","","",""
"3130000","3130000-101-2016-00681","20160818","","01","영업/정상","01","영업","","","","","","68.40","121865","서울특별시 마포구 연남동 228-26 1층 ","서울특별시 마포구 동교로 260, 1층 (연남동)","03982","회뜨는총각","2022-03-25 10:29:25","U","2022-03-27 02:40:00.0","기타","193317.694219131    ","451179.237970204    ","기타","","","","","","","","","","","","","","N","68.4","","",""
"3130000","3130000-101-2016-00682","20160819","","01","영업/정상","01","영업","","","","","","46.20","121900","서울특별시 마포구 망원동 485-10 1층일부 ","서울특별시 마포구 망원로 94 (망원동, 1층일부)","04011","치킨매니아( 망원점)","2020-12-09 11:25:45","U","2020-12-11 02:40:00.0","한식","191733.556774105    ","450600.6597103      ","한식","","","","","","","","","","","","","","N","46.2","","",""
"3130000","3130000-101-2016-00686","20160822","","01","영업/정상","01","영업","","","","","","41.08","121854","서울특별시 마포구 신수동 88-59번지 1층전체 ","서울특별시 마포구 광성로6길 12, 1층 (신수동)","04096","더크레딧","2020-03-30 10:07:57","U","2020-04-01 02:40:00.0","기타","194473.799765579    ","449669.023672807    ","기타","","","","","","","","","","","","","","N","41.08","","",""
"3130000","3130000-101-2016-00693","20160822","","01","영업/정상","01","영업","","","","","","28.92","121855","서울특별시 마포구 신수동 190 성원아파트101동 상가103호 ","서울특별시 마포구 독막로28길 7 (신수동, 성원아파트101동 상가103호)","04090","두찜 마포신수점","2020-08-26 11:45:16","U","2020-08-28 02:40:00.0","중국식","194418.034936832    ","449400.098708945    ","중국식","","","","","","","","","","","","","","N","28.92","","",""
"3130000","3130000-101-2016-00696","2016-08-23","","01","영업/정상","01","영업","","","","","","6.00","121-836","서울특별시 마포구 서교동 331-14 1층일부","서울특별시 마포구 어울마당로 136-1 (서교동, 1층일부)","04053","운영AF&B","2024-01-18 15:17:29","U","2023-11-30 22:00:00.0","한식","193318.218257108","450421.728402953","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00697","20160823","","01","영업/정상","01","영업","","","","","","121.12","121883","서울특별시 마포구 합정동 413-18번지 지1층 ","서울특별시 마포구 양화로6길 32 (합정동, 지1층)","04046","마카로니펑키클럽","2016-08-23 15:07:21","I","2018-08-31 23:59:59.0","기타","192503.251701357    ","449624.313139491    ","기타","","","","","","","","","","","","","","N","121.12","","",""
"3130000","3130000-101-2016-00698","2016-08-23","","01","영업/정상","01","영업","","","","","","37.60","121-859","서울특별시 마포구 아현동 330-16 외1필지 1층일부","서울특별시 마포구 굴레방로9길 8-9 (아현동, 1층일부)","04116","속초 소머리국밥 선지해장국","2023-10-26 11:36:34","U","2022-10-30 22:08:00.0","한식","195955.253324161","450515.513348373","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00700","2016-08-24","","01","영업/정상","01","영업","","","","","","160.43","121-893","서울특별시 마포구 서교동 373-9 호텔더디자이너스홍대 지1층","서울특별시 마포구 양화로 86, 지1층 (서교동, 호텔더디자이너스홍대)","04043","그리너리(Greenery)","2023-08-30 14:25:59","U","2022-12-09 00:01:00.0","기타","192647.075671686","449962.851191072","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00703","20160825","","01","영업/정상","01","영업","","","","","","54.15","121820","서울특별시 마포구 망원동 57-39번지 지1층 ","서울특별시 마포구 월드컵로19길 16 (망원동, 지1층)","04012","장화신은고양이","2016-08-25 09:47:10","I","2018-08-31 23:59:59.0","외국음식전문점(인도,태국등)","191816.248734363    ","450500.175225776    ","외국음식전문점(인도,태국등)","","","","","","","","","","","","","","N","54.15","","",""
"3130000","3130000-101-2016-00710","2016-08-25","","01","영업/정상","01","영업","","","","","","231.46","121-835","서울특별시 마포구 상암동 1597 사보이시티디엠씨 자1층B132호","서울특별시 마포구 월드컵북로54길 17 (상암동, 사보이시티디엠씨 자1층B132호)","03924","채선당상암DMC점","2023-10-11 15:33:39","U","2022-10-30 23:03:00.0","한식","190086.625449279","453231.427685063","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00711","20160826","","01","영업/정상","01","영업","","","","","","60.83","121885","서울특별시 마포구 합정동 383-31 1층 ","서울특별시 마포구 월드컵로1길 11 (합정동, 1층)","04027","화목","2021-11-30 11:30:39","U","2021-12-02 02:40:00.0","한식","192179.450151523    ","449690.869518121    ","한식","0","0","","","","0","0","0","0","0","","0","0","N","60.83","","",""
"3130000","3130000-101-2016-00713","20160829","","01","영업/정상","01","영업","","","","","","134.14","121839","서울특별시 마포구 서교동 385-15 1층","서울특별시 마포구 양화로11길 46 (서교동, 1층)","04035","온리원갈비","2022-04-15 11:02:37","U","2021-12-03 23:07:00.0","한식","192355.634035398","450015.876139224","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00714","20160830","","01","영업/정상","01","영업","","","","","","85.10","121803","서울특별시 마포구 공덕동 249-39 지1층일부 ","서울특별시 마포구 마포대로10길 16 (공덕동, 지1층일부)","04211","제니뮤직","2021-04-30 11:09:25","U","2021-05-02 02:40:00.0","경양식","195912.462287335    ","449415.920619907    ","경양식","","","","","","","","","","","","","","N","85.1","","",""
"3130000","3130000-101-2016-00715","20160830","","01","영업/정상","01","영업","","","","","","33.00","121854","서울특별시 마포구 신수동 89-14번지 1층일부 ","서울특별시 마포구 광성로4길 11 (신수동, 1층일부)","04096","에이스타","2017-03-21 16:30:37","I","2018-08-31 23:59:59.0","기타","194407.482173102    ","449685.243345162    ","기타","","","","","","","","","","","","","","N","33","","",""
"3130000","3130000-101-2016-00717","2016-08-30","","01","영업/정상","01","영업","","","","","02 302 0224","106.72","121-830","서울특별시 마포구 상암동 42-8","서울특별시 마포구 월드컵북로 352-8 (상암동, 지1~1층)","03927","강릉엄지네꼬막집 상암점","2024-02-15 11:43:16","U","2023-12-01 23:07:00.0","한식","190497.855378964","452774.754929188","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00719","20160830","","01","영업/정상","01","영업","","","","","","91.34","121886","서울특별시 마포구 합정동 391-5 ","서울특별시 마포구 포은로2나길 44, 1층 (합정동)","04026","크레이지카츠","2020-11-24 10:30:02","U","2020-11-26 02:40:00.0","일식","191951.441509699    ","449801.877258816    ","일식","","","","","","","","","","","","","","N","91.34","","",""
"3130000","3130000-101-2016-00721","20160831","","01","영업/정상","01","영업","","","","","","52.17","121893","서울특별시 마포구 서교동 368-7번지 지1층 ","서울특별시 마포구 잔다리로 30-11 (서교동, 지1층)","04042","멜로우","2016-08-31 12:03:30","I","2018-08-31 23:59:59.0","라이브카페","192855.467879414    ","449955.472493285    ","라이브카페","","","","","","","","","","","","","","N","52.17","","",""
"3130000","3130000-101-2016-00723","2016-08-31","","01","영업/정상","01","영업","","","","","","40.00","121-865","서울특별시 마포구 연남동 260-29 1층일부","서울특별시 마포구 동교로 238-1 (연남동, 1층일부)","03982","경양카츠 연남점","2024-07-29 14:18:50","U","2023-12-06 21:01:00.0","경양식","193260.2714729","450989.33870032","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00724","20160901","","01","영업/정상","01","영업","","","","","","16.98","121859","서울특별시 마포구 아현동 331-4번지 ","서울특별시 마포구 신촌로 256-1 (아현동)","04115","더크래프트(TheCraft)","2016-09-01 09:12:20","I","2018-08-31 23:59:59.0","기타","195878.921563215    ","450535.553160993    ","기타","","","","","","","","","","","","","","N","16.98","","",""
"3130000","3130000-101-2016-00728","20160901","","01","영업/정상","01","영업","","","","","","99.38","121812","서울특별시 마포구 도화동 182-3번지 ","서울특별시 마포구 도화4길 7, 지하1층 (도화동)","04169","라디오 데이즈","2018-07-19 10:57:28","I","2018-08-31 23:59:59.0","기타","195559.825521591    ","448801.641872705    ","기타","","","","","","","","","","","","","","N","99.38","","",""
"3130000","3130000-101-2016-00729","20160901","","01","영업/정상","01","영업","","","","","","33.00","121827","서울특별시 마포구 망원동 479-91번지 ","서울특별시 마포구 망원로11길 29, 1층일부 (망원동)","03964","꽈대표","2019-12-17 11:40:02","U","2019-12-19 02:40:00.0","한식","191649.806828626    ","450746.941699891    ","한식","","","","","","","","","","","","","","N","33","","",""
"3130000","3130000-101-2016-00731","20160902","","01","영업/정상","01","영업","","","","","","41.96","121904","서울특별시 마포구 상암동 1647번지 지1층 일부 ","서울특별시 마포구 상암산로 34 (상암동, 지1층 일부)","03909","죠스떡볶이(상암DMC디지털큐브점)","2016-09-02 15:39:36","I","2018-08-31 23:59:59.0","분식","190144.143203955    ","452658.525902179    ","분식","","","","","","","","","","","","","","N","41.96","","",""
"3130000","3130000-101-2016-00732","2016-09-05","","01","영업/정상","01","영업","","","","","","52.79","121-840","서울특별시 마포구 서교동 398-5 지층일부","서울특별시 마포구 어울마당로5길 42 (서교동, 지층일부)","04047","네코네 주방","2023-07-27 17:09:19","U","2022-12-06 22:09:00.0","일식","192723.504590254","449736.263287629","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00735","20160905","","01","영업/정상","01","영업","","","","","","107.14","121836","서울특별시 마포구 서교동 337-10번지 ","서울특별시 마포구 와우산로29가길 13, 1층 (서교동)","04053","톤앤매너","2019-09-25 14:42:38","U","2019-09-27 02:40:00.0","기타","193628.404138837    ","450224.267239707    ","기타","","","","","","","","","","","","","","N","107.14","","",""
"3130000","3130000-101-2016-00736","20160906","","01","영업/정상","01","영업","","","","","","121.22","121872","서울특별시 마포구 염리동 149-17번지 ","서울특별시 마포구 백범로25길 7 (염리동, 1층)","04138","나주골","2017-10-17 09:56:58","I","2018-08-31 23:59:59.0","한식","195189.021315763    ","449359.126879208    ","한식","","","","","","","","","","","","","","N","121.22","","",""
"3130000","3130000-101-2016-00737","20160906","","01","영업/정상","01","영업","","","","","","36.66","121816","서울특별시 마포구 동교동 148-4번지 지하1층우측전부 ","서울특별시 마포구 연희로1길 19 (동교동, 지하1층일부)","03985","하스","2016-09-06 12:41:33","I","2018-08-31 23:59:59.0","일식","193340.052228161    ","450846.178992386    ","일식","","","","","","","","","","","","","","N","36.66","","",""
"3130000","3130000-101-2016-00738","2016-09-06","","01","영업/정상","01","영업","","","","","","55.41","121-816","서울특별시 마포구 동교동 152-28","서울특별시 마포구 동교로 216, 1층,2층 (동교동)","03994","윤수네출출할때","2024-08-12 11:38:27","U","2023-12-07 23:04:00.0","한식","193203.454596766","450777.247433599","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00744","2016-09-07","","01","영업/정상","01","영업","","","","","02 7175778","68.08","121-030","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로 205 (신공덕동, 펜트라하우스101동 B232호)","04194","비에이치씨 공덕점 (BHC 공덕점)","2023-08-17 11:33:30","U","2022-12-07 23:09:00.0","한식","195874.639172861","449015.903404686","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00746","20160907","","01","영업/정상","01","영업","","","","","","98.93","121830","서울특별시 마포구 상암동 5-5번지 1,2층 ","서울특별시 마포구 매봉산로2길 23 (상암동, 1,2층)","03927","명동곰국시&대감보쌈","2016-11-21 10:36:32","I","2018-08-31 23:59:59.0","한식","190677.749314642    ","452883.686942293    ","한식","","","","","","","","","","","","","","N","98.93","","",""
"3130000","3130000-101-2016-00747","20160908","","01","영업/정상","01","영업","","","","","02 3329209","26.50","121823","서울특별시 마포구 망원동 423-17 ","서울특별시 마포구 망원로 75-1 (망원동, 1층일부)","03964","푸라닭 망원점","2021-09-06 10:36:19","U","2021-09-08 02:40:00.0","호프/통닭","191567.274354636    ","450595.460997802    ","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","26.5","","",""
"3130000","3130000-101-2016-00749","2016-09-08","","01","영업/정상","01","영업","","","","","","21.30","121-859","서울특별시 마포구 아현동 327-35","서울특별시 마포구 굴레방로7길 12, 1층 일부호 (아현동)","04116","아현순대","2024-06-27 10:34:11","U","2023-12-05 22:09:00.0","분식","195937.396983331","450461.653735156","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00755","20160909","","01","영업/정상","01","영업","","","","","","98.00","121842","서울특별시 마포구 서교동 458-2번지 ","서울특별시 마포구 동교로17길 55, 1층 일부 (서교동)","04002","끼니꺼리","2018-09-06 15:31:04","U","2018-09-06 23:59:59.0","한식","192383.791553287    ","450542.899100121    ","한식","","","","","","","","","","","","","","N","98","","",""
"3130000","3130000-101-2016-00760","2016-09-12","","01","영업/정상","01","영업","","","","","","39.60","121-877","서울특별시 마포구 중동 64-25 현대상가","서울특별시 마포구 월드컵북로 230, 현대상가 2층 11호 (중동)","03941","시온푸드","2024-01-31 14:49:05","U","2023-12-02 00:02:00.0","한식","191435.876990887","451990.707795053","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00762","2016-09-12","","01","영업/정상","01","영업","","","","","","56.30","121-828","서울특별시 마포구 상수동 72-1","서울특별시 마포구 와우산로 94 (상수동, 제2기숙사 B109호)","04066","향차이","2024-01-18 15:54:51","U","2023-11-30 22:00:00.0","중국식","193359.27190055","449831.533270543","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00765","20160913","","01","영업/정상","01","영업","","","","","","43.00","121897","서울특별시 마포구 합정동 371-26번지 ","서울특별시 마포구 성지길 35 (합정동, 1층일부)","04071","르파르","2016-09-26 16:12:54","I","2018-08-31 23:59:59.0","기타","192270.935873284    ","449427.626996284    ","기타","","","","","","","","","","","","","","N","43","","",""
"3130000","3130000-101-2016-00767","20160919","","01","영업/정상","01","영업","","","","","","59.24","121840","서울특별시 마포구 서교동 396-61 ","서울특별시 마포구 양화로6길 57-13 (서교동, 102호)","04047","알배기","2021-04-20 12:13:28","U","2021-04-22 02:40:00.0","기타","192660.35991094     ","449669.333281712    ","기타","","","","","","","","","","","","","","N","59.24","","",""
"3130000","3130000-101-2016-00770","20160919","","01","영업/정상","01","영업","","","","","","30.00","121903","서울특별시 마포구 망원동 415-38번지 ","서울특별시 마포구 희우정로20길 75 (망원동, 1층일부(우측))","04009","도마뱀식당","2016-09-19 14:17:20","I","2018-08-31 23:59:59.0","한식","191481.81410574     ","450452.108048771    ","한식","","","","","","","","","","","","","","N","30","","",""
"3130000","3130000-101-2016-00771","2016-09-20","","01","영업/정상","01","영업","","","","","","63.00","121-840","서울특별시 마포구 서교동 396-21","서울특별시 마포구 독막로3길 24-11 (서교동, 지1층일부)","04047","쿠시카츠 오지상","2024-03-18 14:34:05","U","2023-12-02 22:00:00.0","한식","192648.168460712","449656.432691948","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00779","20160922","","01","영업/정상","01","영업","","","","","","69.42","121835","서울특별시 마포구 상암동 1595-1번지 1층 101호 ","서울특별시 마포구 월드컵북로56길 19 (상암동, 1층 101호)","03923","육전국밥 상암드림타워점","2020-02-17 10:03:02","U","2020-02-19 02:40:00.0","분식","190075.380363452    ","453345.947683972    ","분식","","","","","","","","","","","","","","N","69.42","","",""
"3130000","3130000-101-2016-00780","2016-09-22","","01","영업/정상","01","영업","","","","","","73.70","121-816","서울특별시 마포구 동교동 154-5","서울특별시 마포구 양화로21길 15, 2층 (동교동)","03994","오이시쿠","2023-08-24 16:55:47","U","2022-12-07 22:06:00.0","일식","193300.267488434","450741.026583457","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00781","20160922","","01","영업/정상","01","영업","","","","","","202.75","121894","서울특별시 마포구 서교동 377-4번지 서교동 교평빌딩 ","서울특별시 마포구 잔다리로7길 16, 서교동 교평빌딩 1층 (서교동)","04034","해피벤처(happyventure)","2019-03-14 11:00:33","U","2019-03-16 02:40:00.0","분식","192580.469988396    ","450111.502762758    ","분식","","","","","","","","","","","","","","N","117.15","","",""
"3130000","3130000-101-2016-00782","2016-09-23","","01","영업/정상","01","영업","","","","","","30.18","121-835","서울특별시 마포구 상암동 1447","서울특별시 마포구 성암로 211 (상암동)","03927","미증유","2024-01-18 14:40:15","U","2023-11-30 22:00:00.0","감성주점","190767.853792746","452882.295042959","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00787","20160926","","01","영업/정상","01","영업","","","","","","26.40","121830","서울특별시 마포구 상암동 11-7번지 2층일부 ","서울특별시 마포구 월드컵북로44길 76-12 (상암동, 2층일부)","03927","카오","2016-09-26 13:06:54","I","2018-08-31 23:59:59.0","기타","190576.095555815    ","452867.572459938    ","기타","","","","","","","","","","","","","","N","26.4","","",""
"3130000","3130000-101-2016-00792","20160926","","01","영업/정상","01","영업","","","","","","69.51","121816","서울특별시 마포구 동교동 155-30 1층","서울특별시 마포구 양화로 177-1, 1층 (동교동)","03994","서울소사이어티클럽(Seoul Society Club)","2022-10-20 14:17:10","U","2021-10-30 22:02:00.0","기타","193279.38663668","450637.276776739","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00795","20160927","","01","영업/정상","01","영업","","","","","","71.73","121893","서울특별시 마포구 서교동 366-3 ","서울특별시 마포구 잔다리로2길 23 (서교동, 지층)","04042","오성 떡볶이","2020-11-05 12:04:17","U","2020-11-07 02:40:00.0","중국식","192964.796034497    ","449942.279613354    ","중국식","","","","","","","","","","","","","","N","71.73","","",""
"3130000","3130000-101-2016-00797","20160927","","01","영업/정상","01","영업","","","","","","40.67","121805","서울특별시 마포구 공덕동 456번지 ","서울특별시 마포구 만리재로 14, 11호 (공덕동)","04195","전주식당","2016-09-27 10:51:35","I","2018-08-31 23:59:59.0","한식","195766.588069694    ","449083.306922623    ","한식","","","","","","","","","","","","","","N","40.67","","",""
"3130000","3130000-101-2016-00798","20160927","","01","영업/정상","01","영업","","","","","02 3340889","66.00","121895","서울특별시 마포구 서교동 408-27 라꼼마빌딩","서울특별시 마포구 어울마당로 44-1, 라꼼마빌딩 2층 (서교동)","04049","더(The)귀여워","2022-10-21 10:07:26","U","2021-10-30 22:03:00.0","기타","192948.75126595","449633.552030935","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00801","2016-09-27","","01","영업/정상","01","영업","","","","","02 3260979","143.52","121-820","서울특별시 마포구 망원동 379-3 1층도로반대쪽안쪽","서울특별시 마포구 월드컵로13길 13 (망원동, 1층일부)","04013","망원숯불갈비","2024-05-16 20:57:23","U","2023-12-04 23:08:00.0","한식","191932.262969085","450366.919946424","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00802","2016-09-28","","01","영업/정상","01","영업","","","","","","157.85","121-883","서울특별시 마포구 합정동 413-5","서울특별시 마포구 양화로6길 18 (합정동, 1층일부)","04046","어사출또 합정역점","2023-06-27 09:57:31","U","2022-12-05 22:09:00.0","기타","192428.51606017","449631.12169936","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00808","20160929","","01","영업/정상","01","영업","","","","","","51.41","121883","서울특별시 마포구 합정동 412-17번지 ","서울특별시 마포구 양화로6길 62 (합정동, 세미텍빌딩1층)","04047","커피나커피너","2016-09-29 12:00:25","I","2018-08-31 23:59:59.0","기타","192644.184427315    ","449589.40099215     ","기타","","","","","","","","","","","","","","N","51.41","","",""
"3130000","3130000-101-2016-00810","2016-09-29","","01","영업/정상","01","영업","","","","","","88.81","121-830","서울특별시 마포구 상암동 14-11","서울특별시 마포구 월드컵북로48길 38 (상암동, 상암주택B 1층)","03930","오늘 와인 한잔 상암점","2023-03-02 14:07:36","U","2022-12-03 00:04:00.0","호프/통닭","190698.751436889","452779.761371306","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00812","20160930","","01","영업/정상","01","영업","","","","","","485.00","","","서울특별시 마포구 독막로 311, 지층 B102호 (염리동)","04156","송추가마골 마포지점","2020-06-19 09:10:31","U","2020-06-21 02:40:00.0","한식","195292.972627854    ","449083.060282147    ","한식","","","","","","","","","","","","","","N","481.72","","",""
"3130000","3130000-101-2016-00814","2016-09-30","","01","영업/정상","01","영업","","","","","","449.97","121-895","서울특별시 마포구 서교동 407-28","서울특별시 마포구 잔다리로 5 (서교동, 1,2,3층)","04049","서교포차","2024-07-03 16:29:09","U","2023-12-07 00:05:00.0","일식","193079.899749343","449810.518768428","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00817","20160930","","01","영업/정상","01","영업","","","","","","80.00","121893","서울특별시 마포구 서교동 364-10번지 202호","서울특별시 마포구 와우산로21길 21-16, 202호 (서교동)","04041","우와","2016-09-30 18:05:44","I","2018-08-31 23:59:59.0","일식","193052.208036884    ","449937.968269844    ","일식","","","","","","","","","","","","","","N","80","","",""
"3130000","3130000-101-2016-00821","20161005","","01","영업/정상","01","영업","","","","","","93.69","121835","서울특별시 마포구 상암동 1482 1층 ","서울특별시 마포구 성암로13길 30-1, 1층 (상암동)","03930","꼬 닭","2022-01-10 14:30:11","U","2022-01-13 02:40:00.0","한식","190829.375813058    ","452707.95109645     ","한식","","","","","","","","","","","","","","N","93.69","","",""
"3130000","3130000-101-2016-00823","20161006","","01","영업/정상","01","영업","","","","","","50.00","121859","서울특별시 마포구 아현동 332-18번지 ","서울특별시 마포구 굴레방로9길 35 (아현동, 1층일부)","04115","솥돼가","2016-12-28 10:32:30","I","2018-08-31 23:59:59.0","한식","195832.698541888    ","450488.557252623    ","한식","","","","","","","","","","","","","","N","65","","",""
"3130000","3130000-101-2016-00826","20161007","","01","영업/정상","01","영업","","","","","","33.30","121030","서울특별시 마포구 신공덕동 167번지 ","서울특별시 마포구 백범로 199 (신공덕동, 메트로디오빌지1층B107호)","04195","고향칼국수","2016-10-07 10:08:07","I","2018-08-31 23:59:59.0","한식","195764.944565229    ","449028.002731859    ","한식","","","","","","","","","","","","","","N","33.3","","",""
"3130000","3130000-101-2016-00827","20161007","","01","영업/정상","01","영업","","","","","","236.18","121895","서울특별시 마포구 서교동 404-5번지 ","서울특별시 마포구 독막로7길 48, B동 3~4층 (서교동)","04048","(주)브로젝스","2017-11-14 14:55:08","I","2018-08-31 23:59:59.0","경양식","192862.116757044    ","449741.693030785    ","경양식","","","","","","","","","","","","","","N","236.18","","",""
"3130000","3130000-101-2016-00829","20161007","","01","영업/정상","01","영업","","","","","07040257410","28.93","121897","서울특별시 마포구 합정동 368-27번지 ","서울특별시 마포구 토정로 31 (합정동, 1층일부)","04083","낭만식탁","2016-10-07 16:05:56","I","2018-08-31 23:59:59.0","한식","192367.724404582    ","449278.708822057    ","한식","","","","","","","","","","","","","","N","28.93","","",""
"3130000","3130000-101-2016-00831","20161010","","01","영업/정상","01","영업","","","","","","130.43","121895","서울특별시 마포구 서교동 404-14 SPACE","서울특별시 마포구 독막로9길 31, SPACE 1층 (서교동)","04048","카레시","2022-05-19 14:26:54","U","2021-12-04 22:01:00.0","외국음식전문점(인도,태국등)","192879.87930928","449715.24284121","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00834","20161010","","01","영업/정상","01","영업","","","","","","27.50","121836","서울특별시 마포구 서교동 332-4번지 ","서울특별시 마포구 와우산로29길 59 (서교동, 1층일부)","04053","썬라이트(SUNLIGHT)수제돈까스","2016-10-10 15:08:08","I","2018-08-31 23:59:59.0","기타","193460.920423633    ","450410.19320986     ","기타","","","","","","","","","","","","","","N","27.5","","",""
"3130000","3130000-101-2016-00838","2016-10-11","","01","영업/정상","01","영업","","","","","02 324 8581","236.85","121-828","서울특별시 마포구 상수동 71-15","서울특별시 마포구 독막로19길 32, 1,2층 (상수동)","04067","후통","2024-08-12 11:45:40","U","2023-12-07 23:04:00.0","중국식","193259.090341285","449632.543487732","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00845","2016-10-12","","01","영업/정상","01","영업","","","","","","110.70","121-869","서울특별시 마포구 연남동 568-30","서울특별시 마포구 월드컵북로6길 57 (연남동, 1층)","03991","돝밤집","2023-10-17 11:59:23","U","2022-10-30 23:09:00.0","일식","192974.058152733","450804.52779302","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00848","20161012","","01","영업/정상","01","영업","","","","","","62.61","121816","서울특별시 마포구 동교동 113-71번지 ","서울특별시 마포구 연희로1길 28-5 (동교동, 1층)","03985","우니쿠스커피","2016-10-12 14:58:01","I","2018-08-31 23:59:59.0","기타","193372.617984306    ","450872.411143777    ","기타","","","","","","","","","","","","","","N","62.61","","",""
"3130000","3130000-101-2016-00851","2016-10-13","","01","영업/정상","01","영업","","","","","","29.85","121-822","서울특별시 마포구 망원동 411-41","서울특별시 마포구 포은로 98 (망원동, 1층일부)","04010","피엠오","2024-01-17 16:14:06","U","2023-11-30 23:09:00.0","기타","191542.166645263","450389.794665012","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-101-2016-00852","20161013","","01","영업/정상","01","영업","","","","","","90.81","121807","서울특별시 마포구 노고산동 56-6 ","서울특별시 마포구 신촌로16길 30, 1층일부 (노고산동)","04057","미스터?유","2021-08-26 10:22:29","U","2021-08-28 02:40:00.0","한식","194122.234290607    ","450239.682003       ","한식","0","0","","","","0","0","0","0","0","","0","0","N","90.81","","",""
